Frage,Antwort,Kategorie
Wie hoch war der höchste Kurs des Tages?,483.989990234375,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,457.510009765625,Tiefstkurs
Wie hoch war das Handelsvolumen?,131223000.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,440.1300048828125,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,488.5400085449219,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,427.010009765625,Tiefstkurs
Wie hoch war das Handelsvolumen?,149340800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,436.1700134277344,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,456.3599853515625,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,420.0199890136719,Tiefstkurs
Wie hoch war das Handelsvolumen?,118566100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,421.05999755859375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,447.0799865722656,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,417.6400146484375,Tiefstkurs
Wie hoch war das Handelsvolumen?,132216200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,430.6000061035156,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,434.510009765625,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,415.4100036621094,Tiefstkurs
Wie hoch war das Handelsvolumen?,72698100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,462.2799987792969,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,462.7799987792969,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,435.1400146484375,Tiefstkurs
Wie hoch war das Handelsvolumen?,59551800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,454.1300048828125,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,465.3299865722656,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,451.0199890136719,Tiefstkurs
Wie hoch war das Handelsvolumen?,76366400.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,431.6600036621094,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,450.0,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,426.5,Tiefstkurs
Wie hoch war das Handelsvolumen?,82666800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,417.4100036621094,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,427.0,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,415.75,Tiefstkurs
Wie hoch war das Handelsvolumen?,64941000.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,403.8399963378906,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,427.92999267578125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,402.5400085449219,Tiefstkurs
Wie hoch war das Handelsvolumen?,76825100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,379.2799987792969,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,392.7300109863281,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,373.0400085449219,Tiefstkurs
Wie hoch war das Handelsvolumen?,109710700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,410.44000244140625,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,411.8800048828125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,379.45001220703125,Tiefstkurs
Wie hoch war das Handelsvolumen?,95423300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,411.04998779296875,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,426.42999267578125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,401.70001220703125,Tiefstkurs
Wie hoch war das Handelsvolumen?,85516500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,394.3599853515625,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,414.3299865722656,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,390.0,Tiefstkurs
Wie hoch war das Handelsvolumen?,75699500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,394.94000244140625,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,402.5,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,387.3999938964844,Tiefstkurs
Wie hoch war das Handelsvolumen?,73038800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,394.739990234375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,399.2799987792969,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,377.2900085449219,Tiefstkurs
Wie hoch war das Handelsvolumen?,62287300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,403.30999755859375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,403.7900085449219,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,380.07000732421875,Tiefstkurs
Wie hoch war das Handelsvolumen?,67580500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,396.3599853515625,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,422.6400146484375,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,394.5400085449219,Tiefstkurs
Wie hoch war das Handelsvolumen?,84565000.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,428.2200012207031,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,429.79998779296875,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,405.6600036621094,Tiefstkurs
Wie hoch war das Handelsvolumen?,81375500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,413.82000732421875,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,424.0,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,409.1300048828125,Tiefstkurs
Wie hoch war das Handelsvolumen?,68335200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,426.5,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,439.739990234375,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,419.75,Tiefstkurs
Wie hoch war das Handelsvolumen?,94991400.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,424.07000732421875,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,433.20001220703125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,406.30999755859375,Tiefstkurs
Wie hoch war das Handelsvolumen?,87320900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,415.1099853515625,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,428.0,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,414.5899963378906,Tiefstkurs
Wie hoch war das Handelsvolumen?,60963300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,412.3800048828125,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,420.7300109863281,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,408.95001220703125,Tiefstkurs
Wie hoch war das Handelsvolumen?,50690600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,406.5799865722656,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,418.8800048828125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,405.7799987792969,Tiefstkurs
Wie hoch war das Handelsvolumen?,56427100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,397.1499938964844,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,406.69000244140625,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,389.0,Tiefstkurs
Wie hoch war das Handelsvolumen?,58125500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,398.0899963378906,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,400.5899963378906,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,386.5,Tiefstkurs
Wie hoch war das Handelsvolumen?,48910700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,389.1000061035156,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,398.5899963378906,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,384.4800109863281,Tiefstkurs
Wie hoch war das Handelsvolumen?,68033600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,400.2799987792969,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,412.5,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,384.4100036621094,Tiefstkurs
Wie hoch war das Handelsvolumen?,98092900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,404.6000061035156,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,419.989990234375,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,401.3399963378906,Tiefstkurs
Wie hoch war das Handelsvolumen?,83568200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,383.67999267578125,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,389.1700134277344,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,374.3599853515625,Tiefstkurs
Wie hoch war das Handelsvolumen?,93732100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,392.2099914550781,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,394.0,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,381.3999938964844,Tiefstkurs
Wie hoch war das Handelsvolumen?,57072200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,378.1700134277344,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,388.3900146484375,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,375.5299987792969,Tiefstkurs
Wie hoch war das Handelsvolumen?,57223300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,374.32000732421875,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,375.3999938964844,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,363.17999267578125,Tiefstkurs
Wie hoch war das Handelsvolumen?,77918200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,361.6199951171875,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,380.54998779296875,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,360.3399963378906,Tiefstkurs
Wie hoch war das Handelsvolumen?,70298300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,350.7300109863281,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,362.70001220703125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,350.510009765625,Tiefstkurs
Wie hoch war das Handelsvolumen?,77514900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,328.5,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,349.3699951171875,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,325.1000061035156,Tiefstkurs
Wie hoch war das Handelsvolumen?,118543400.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,336.510009765625,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,346.3999938964844,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,329.1199951171875,Tiefstkurs
Wie hoch war das Handelsvolumen?,105382700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,355.94000244140625,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,358.69000244140625,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,342.8500061035156,Tiefstkurs
Wie hoch war das Handelsvolumen?,89441500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,355.8399963378906,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,362.0,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,347.5,Tiefstkurs
Wie hoch war das Handelsvolumen?,68277300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,354.1099853515625,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,359.1000061035156,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,350.0199890136719,Tiefstkurs
Wie hoch war das Handelsvolumen?,51631700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,360.55999755859375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,367.3399963378906,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,353.6700134277344,Tiefstkurs
Wie hoch war das Handelsvolumen?,67094400.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,354.3999938964844,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,362.29998779296875,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,348.0,Tiefstkurs
Wie hoch war das Handelsvolumen?,45965400.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,337.79998779296875,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,354.9800109863281,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,334.4200134277344,Tiefstkurs
Wie hoch war das Handelsvolumen?,74058600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,330.5299987792969,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,342.3999938964844,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,324.70001220703125,Tiefstkurs
Wie hoch war das Handelsvolumen?,76052300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,302.79998779296875,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,328.8900146484375,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,297.25,Tiefstkurs
Wie hoch war das Handelsvolumen?,134228800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,290.79998779296875,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,309.0,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,288.0400085449219,Tiefstkurs
Wie hoch war das Handelsvolumen?,100118300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,281.95001220703125,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,297.2300109863281,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,280.8800048828125,Tiefstkurs
Wie hoch war das Handelsvolumen?,101748200.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,292.9800109863281,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,293.8800048828125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,273.6000061035156,Tiefstkurs
Wie hoch war das Handelsvolumen?,115697000.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,284.6499938964844,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,303.94000244140625,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,277.29998779296875,Tiefstkurs
Wie hoch war das Handelsvolumen?,115551400.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,272.0400085449219,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,284.3500061035156,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,261.8399963378906,Tiefstkurs
Wie hoch war das Handelsvolumen?,126706600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,279.1000061035156,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,279.54998779296875,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,267.7099914550781,Tiefstkurs
Wie hoch war das Handelsvolumen?,94042900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,263.45001220703125,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,272.6499938964844,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,260.0199890136719,Tiefstkurs
Wie hoch war das Handelsvolumen?,98451600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,262.6700134277344,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,266.25,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,250.72999572753906,Tiefstkurs
Wie hoch war das Handelsvolumen?,102369600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,222.14999389648438,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,253.3699951171875,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,220.0,Tiefstkurs
Wie hoch war das Handelsvolumen?,189076900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,230.5800018310547,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,237.05999755859375,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,217.02000427246094,Tiefstkurs
Wie hoch war das Handelsvolumen?,174896400.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,248.08999633789062,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,251.83999633789062,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,241.10000610351562,Tiefstkurs
Wie hoch war das Handelsvolumen?,142215700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,240.67999267578125,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,248.2899932861328,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,232.60000610351562,Tiefstkurs
Wie hoch war das Handelsvolumen?,114813500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,249.97999572753906,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,251.5800018310547,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,240.72999572753906,Tiefstkurs
Wie hoch war das Handelsvolumen?,100242300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,238.00999450683594,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,245.39999389648438,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,232.8000030517578,Tiefstkurs
Wie hoch war das Handelsvolumen?,111900600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,225.30999755859375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,230.10000610351562,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,222.27999877929688,Tiefstkurs
Wie hoch war das Handelsvolumen?,111477600.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,235.86000061035156,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,241.41000366210938,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,229.1999969482422,Tiefstkurs
Wie hoch war das Handelsvolumen?,111993800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,236.25999450683594,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,238.0,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,230.0500030517578,Tiefstkurs
Wie hoch war das Handelsvolumen?,99028300.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,248.7100067138672,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,249.52000427246094,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,234.5500030517578,Tiefstkurs
Wie hoch war das Handelsvolumen?,132728700.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,278.3900146484375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,278.6400146484375,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,256.3299865722656,Tiefstkurs
Wie hoch war das Handelsvolumen?,169079900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,288.1400146484375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,288.20001220703125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,271.2799987792969,Tiefstkurs
Wie hoch war das Handelsvolumen?,150361500.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,272.05999755859375,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,284.8999938964844,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,266.510009765625,Tiefstkurs
Wie hoch war das Handelsvolumen?,153629800.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,273.1300048828125,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,291.8500061035156,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,271.82000732421875,Tiefstkurs
Wie hoch war das Handelsvolumen?,162572100.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,263.54998779296875,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,276.1000061035156,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,260.57000732421875,Tiefstkurs
Wie hoch war das Handelsvolumen?,123809400.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,259.1600036621094,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,260.55999755859375,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,243.36000061035156,Tiefstkurs
Wie hoch war das Handelsvolumen?,134008900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,268.4599914550781,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,277.45001220703125,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,259.25,Tiefstkurs
Wie hoch war das Handelsvolumen?,146486900.0,Handelsvolumen
Wie war der Schlusskurs des Tages?,282.760009765625,Schlusskurs
Wie hoch war der höchste Kurs des Tages?,284.989990234375,Höchstkurs
Wie tief fiel der Kurs an diesem Tag?,251.27000427246094,Tiefstkurs
